Timestamp,Temperature (?C),Humidity (%),CO2 (ppm),PM2.5 (?g/m?),PM10 (?g/m?),TVOC (ppb),CO (ppm),Light Intensity (lux),Motion Detected,Occupancy Count,Ventilation Status
28-08-2024 18:40,18.31,32.52,721.05,39.9,27.02,266.3,4.2,442.76,1,14,
28-08-2024 18:45,24.97,65.71,669.54,43.42,77.08,361.66,3.48,639.67,0,40,Closed
28-08-2024 18:50,21.71,67.15,737.14,14.79,37.12,273.31,3.84,448.89,1,42,Open
28-08-2024 18:55,27.06,63.08,979.64,19.23,58.65,62.28,4.53,990.23,1,30,Closed
28-08-2024 19:00,27.12,41.76,850.33,8.06,80.52,213.72,2.71,273.55,1,34,Open
28-08-2024 19:05,21.87,30,444.21,20.56,82.07,217.17,2.21,438.7,0,31,Closed
28-08-2024 19:10,20.21,39.64,763.83,40.82,57.19,414.23,2.99,256.79,0,35,Open
28-08-2024 19:15,22.28,53.51,488.21,23.39,89.65,484.88,2.81,995.74,1,29,Closed
28-08-2024 19:20,27.65,43.2,727.64,14.57,55.52,190.86,0.3,517.37,1,33,Closed
28-08-2024 19:25,20.81,35.32,678.61,65.1,79.57,468.89,2.19,668.2,1,8,
28-08-2024 19:30,27.81,38,786.31,59.15,27.12,166,2.43,892.93,1,37,Open
28-08-2024 19:35,26.19,62.21,556.48,58.47,87.8,175.44,1.43,805.64,0,7,Closed
28-08-2024 19:40,20.67,42.55,525.36,36.33,56.96,134.7,4.61,438.8,0,47,Open
28-08-2024 19:45,25.91,35.38,896.23,58.72,35.9,124.66,0.22,198.63,0,18,Open
28-08-2024 19:50,18.5,53.87,947.86,51.9,48.22,128.51,1.49,217.02,1,2,Open
28-08-2024 19:55,23.48,52.84,531.37,51.91,88.61,279.03,4.23,521.61,0,23,Closed
28-08-2024 20:00,21.57,46.04,583.54,6.33,43.48,340.27,1.58,459.6,1,23,Open
28-08-2024 20:05,22.27,50.31,405.31,46.16,99.07,222.49,2.31,880.33,0,45,Closed
28-08-2024 20:10,22.73,40.33,800.67,30.2,94.48,390.48,1.32,592.11,,10,Open
28-08-2024 20:15,23.03,57.83,980.66,52.51,53.35,242.12,2.7,894.37,0,32,Closed
28-08-2024 20:20,24.56,38.86,642.45,21.84,72.73,416.57,1.73,545.85,0,38,Open
28-08-2024 20:25,24.97,53.34,731.75,20.78,55.69,427.64,4.3,836.72,1,42,Closed
28-08-2024 20:30,27.76,49.18,616.87,46.97,94.86,328.95,4.35,883.11,0,45,Open
28-08-2024 20:35,25.63,35.54,776.54,13.47,87.31,141.84,1.87,924.88,1,7,Closed
28-08-2024 20:40,24.88,45.95,678.25,51.9,98.12,156.79,2.33,528.45,1,15,Closed
28-08-2024 20:45,21.92,50.65,907.11,74.77,82.18,76.05,1.11,766.14,0,47,Closed
28-08-2024 20:50,19.18,31.3,976.68,35.42,55.8,198.97,3.96,296.88,1,35,Open
28-08-2024 20:55,18.59,62.04,578.39,6.67,87.27,64.71,4.67,858.92,0,9,Closed
28-08-2024 21:00,22.78,58.96,722.71,7.38,78.97,103,0.55,304.74,0,0,Closed
28-08-2024 21:05,24.68,40.24,747.98,43.95,94.98,241.71,1.35,516.47,0,26,Open
28-08-2024 21:10,24.5,39.86,456.54,9.62,16.01,67.21,0.69,954.92,1,38,
28-08-2024 21:15,27.53,42.61,521.35,15.35,80.2,201.79,4.45,516.64,0,17,Closed
28-08-2024 21:20,21.82,62.03,903.32,53.14,93.71,395.1,4.07,592.68,0,47,Open
28-08-2024 21:25,24.28,66.03,658.14,41.09,22.64,185.66,2.48,519.34,1,27,Open
28-08-2024 21:30,26.88,36.94,,66.76,31.09,398.36,1.93,839.93,0,48,Closed
28-08-2024 21:35,22.04,30.25,772.14,17.19,86.95,478.99,0.28,748.01,1,0,Closed
28-08-2024 21:40,22.78,59.72,652.5,51.34,20.15,228.31,0.6,312.99,0,31,Open
28-08-2024 21:45,27.23,47.5,931.22,6.94,89.71,111.26,1.42,477.9,0,36,Open
28-08-2024 21:50,23.5,56.18,615.04,37.81,19.46,384.01,1.4,418.23,1,31,Closed
28-08-2024 21:55,26,64.95,810.46,25.53,23.68,276.6,1.26,289.44,1,41,Closed
28-08-2024 22:00,27.36,67.17,537.81,34.71,,402.86,0.48,132.08,0,30,Open
28-08-2024 22:05,23.71,46.24,950.63,74.53,75.18,289.83,3.22,191.05,0,22,Open
28-08-2024 22:10,19.09,39.84,973.33,10.08,27.23,433.64,2.55,406.04,0,27,Open
28-08-2024 22:15,26.22,61.99,684.91,38.9,30.59,156.79,3.66,706.13,0,23,
28-08-2024 22:20,26.18,45.1,562.78,6.83,31.67,256.32,2.77,673.35,0,3,Closed
28-08-2024 22:25,19.15,33.92,416.51,34.37,87.78,144.24,0.31,765.47,1,41,Closed
28-08-2024 22:30,23.48,59.03,736.7,,80.74,,3.39,877.58,1,21,Open
28-08-2024 22:35,22.87,59.68,799.16,47.73,59.99,160.88,0.77,831.07,0,23,Open
28-08-2024 22:40,26.47,38.11,755.25,32.77,12.56,393.56,3.33,722.29,1,49,Open
28-08-2024 22:45,20.75,31.02,780.77,72.2,59.07,360.07,2.02,125.46,1,39,Closed
28-08-2024 22:50,22.26,34.79,492.24,35.5,84.51,395.88,2.12,287.51,1,20,Open
28-08-2024 22:55,24.05,42.56,543.48,65.32,12.48,403.88,3.64,160.62,1,17,Open
28-08-2024 23:00,23.17,44.44,881.98,21.01,56.66,134.58,0.21,210.7,0,11,Closed
28-08-2024 23:05,27.55,65.47,462.76,43.01,10.59,445.71,4.74,756.21,1,8,Closed
28-08-2024 23:10,27.61,50.51,819.62,55.2,74.17,313.23,4.08,408.57,0,33,Open
28-08-2024 23:15,18.82,65.27,897.72,69.99,59.01,318.91,0.92,130.39,0,1,Closed
28-08-2024 23:20,20.98,37.5,626.18,46.58,23.91,409.81,2.91,994.91,0,46,Closed
28-08-2024 23:25,18.08,61.05,408.69,12.17,88.15,378.2,0.29,381.59,1,44,Open
28-08-2024 23:30,22.18,33.66,807.46,7.86,64.04,323.97,0.77,570.44,1,2,Closed
28-08-2024 23:35,24.62,62.78,497.35,26.71,71.72,266.96,,685.42,1,18,Closed
28-08-2024 23:40,22.71,44.94,475.86,12.21,65.2,143.98,3.29,288.8,0,32,Open
28-08-2024 23:45,18.67,,642.76,5.02,94.01,444.37,1.86,937.94,0,33,Open
28-08-2024 23:50,19.96,67.7,879.44,18.26,83.36,435.05,1.91,473.65,0,41,Open
28-08-2024 23:55,19.73,62.08,720.02,25.52,30.72,388.17,3.43,973.22,1,46,Open
29-08-2024 00:00,23.11,38.37,667.71,44.47,,185.26,4.31,230.44,1,3,Open
29-08-2024 00:05,24.78,58.46,776.88,33.61,81.07,267.75,3.65,874.93,0,3,Open
29-08-2024 00:10,21.16,44.23,953.11,23.56,70.09,480.23,0.42,557.88,1,44,Open
29-08-2024 00:15,19.3,56.25,676.13,64.78,14.69,443.8,1.26,450.34,1,23,Open
29-08-2024 00:20,25.99,33.48,451.38,17.7,47.32,133.51,,709.75,1,0,Closed
29-08-2024 00:25,26.58,30.33,566.12,,54.14,55.86,3.09,517.41,1,18,Closed
29-08-2024 00:30,20.76,67.27,950.42,7.63,61.99,278.72,1.93,698.37,0,0,Open
29-08-2024 00:35,22.21,67.79,718.68,50.94,58.58,317.22,0.71,121.63,1,2,Closed
29-08-2024 00:40,18.82,35.9,522.68,74.05,92.62,339.77,2.37,882.19,0,33,Open
29-08-2024 00:45,20.28,67.59,583.67,40.74,99.79,471.69,3.5,404.8,1,36,Open
29-08-2024 00:50,25.67,52.73,676.26,52.65,23.9,335.39,3.02,640.83,0,40,Open
29-08-2024 00:55,21.65,52.79,990.54,32.45,,284.89,2.49,724.04,0,25,Open
29-08-2024 01:00,24.05,59.35,657.97,60.43,33.41,79.89,4.95,647.4,0,18,
29-08-2024 01:05,27.46,60.49,516.97,20.72,28.23,497.43,0.16,439.94,1,,Open
29-08-2024 01:10,25.24,39.51,788.01,71.37,14.74,133.86,2.94,134.05,1,36,Closed
29-08-2024 01:15,22.53,62.24,684.17,44.18,48.33,181.38,2.63,951.22,0,0,Closed
29-08-2024 01:20,21.67,62.69,862.99,32.27,78.88,161.85,3.99,337.62,1,19,Open
29-08-2024 01:25,19.91,37.42,985.5,55.6,73.97,172.03,4.2,994.67,1,46,Open
29-08-2024 01:30,25.56,55.26,846.7,45.61,72.21,418.3,1.85,311.05,0,47,Closed
29-08-2024 01:35,19.12,59.75,865.82,31.21,17.96,333.99,0.26,416.99,0,3,Open
29-08-2024 01:40,18.61,53.45,894.86,32.77,74.23,241.56,3.32,585.99,1,43,Closed
29-08-2024 01:45,19.05,42.25,406.46,5.32,98.05,195.07,2.1,787.47,0,21,Closed
29-08-2024 01:50,20.43,41.31,555.18,6.64,96.4,101.12,4.11,784.58,1,39,Closed
29-08-2024 01:55,24.27,68.95,823.61,37.93,47.91,,0.74,842.88,1,26,Open
29-08-2024 02:00,26.61,63.51,691.79,23.32,40.11,108.56,4.06,625.46,0,49,Closed
29-08-2024 02:05,27.93,40.5,889.58,23.22,72.95,158.26,4.36,859.26,0,26,Open
29-08-2024 02:10,25.31,62.48,475.47,47.27,27.64,398.22,3.34,964.99,0,21,Open
29-08-2024 02:15,19.46,42.13,583.49,21.48,70.37,124.69,1.47,200.41,0,12,Open
29-08-2024 02:20,20.78,67.88,980.54,54.87,13.76,245.96,1.87,514.6,0,,Open
29-08-2024 02:25,19.32,62.25,874.23,5.58,22.63,155.35,1.75,256.33,1,16,Closed
29-08-2024 02:30,19.16,62.46,684.61,74.84,,178.95,4.52,371.52,1,4,Open
29-08-2024 02:35,23.68,31.9,762.15,66.24,73.43,304.34,4.16,419.76,0,36,Closed
29-08-2024 02:40,27.07,32.63,469.36,53.75,62.17,200.1,0.43,886.77,1,41,Open
29-08-2024 02:45,24.84,,985.85,20.66,22.96,252.43,0.79,852.4,,48,Closed
29-08-2024 02:50,26.01,48.03,,59.97,53.64,66.68,1.92,,1,5,Closed
29-08-2024 02:55,23.08,67.45,515.52,15.79,26.44,458.68,0.82,994.07,0,46,Open
29-08-2024 03:00,22.75,57.6,748.03,51.55,22.84,356.16,3.77,180.9,1,26,Open
29-08-2024 03:05,27.37,43.42,989.25,65.09,55.35,269.61,4.3,145.28,1,38,Closed
29-08-2024 03:10,25.22,40.58,512.13,20.3,76.8,383.92,2.32,552.65,0,13,Open
29-08-2024 03:15,22.59,67.32,470.08,21.02,73.91,148.16,3.85,779.28,,28,Closed
29-08-2024 03:20,21.33,36.47,594.7,74.01,22.59,254.94,2.21,246.61,0,28,Open
29-08-2024 03:25,18.93,52.19,565.3,49.94,73.74,249.32,0.9,704.81,1,27,Closed
29-08-2024 03:30,26.21,43.21,793.14,9.27,18.63,466.93,4.88,221.44,1,,Open
29-08-2024 03:35,19.69,66.06,854.3,14.82,86.26,179.7,1.26,340.38,0,17,Open
29-08-2024 03:40,23.15,69.62,730.46,31.01,52.98,209.58,,679.33,0,9,Open
29-08-2024 03:45,24.37,52.13,400.17,14.33,93.97,464.88,,291.21,1,40,Open
29-08-2024 03:50,25.44,32.49,413.59,17.47,12.73,379.73,0.58,807.65,1,23,Closed
29-08-2024 03:55,18.83,68.83,910.82,22.59,72.68,237.45,3.14,371.38,0,24,Open
29-08-2024 04:00,18.11,47.31,989.86,20.15,51.26,70.1,3.37,563.82,1,44,Closed
29-08-2024 04:05,25.06,47.71,539.66,67.84,87.82,140.17,0.46,916.41,0,48,Closed
29-08-2024 04:10,22.54,46.41,623.56,31.64,33.58,476.49,2.21,442.72,0,10,Open
29-08-2024 04:15,19.81,42.23,574.31,39.69,31.24,221.48,2.51,724.95,1,21,Open
29-08-2024 04:20,27.82,33.97,764.81,64.07,60.83,398.87,4.7,156.64,1,12,Closed
29-08-2024 04:25,25.91,63.19,508.23,22.57,90.22,108.67,0.63,949.18,0,35,Closed
29-08-2024 04:30,23.79,40.2,598.84,22.38,93.52,212.15,3.58,713.55,1,30,Closed
29-08-2024 04:35,25.02,48.58,853.16,13.91,50.02,333.58,3.47,772.75,1,18,Closed
29-08-2024 04:40,19.55,38.74,931.97,50.55,40.05,384.19,2.17,454.68,1,14,Closed
29-08-2024 04:45,27.62,30.6,448.78,5.05,45.12,389.65,4.07,521.28,0,17,Open
29-08-2024 04:50,27.96,50.93,850.46,71.42,72.11,320.95,4.38,673.32,1,43,Closed
29-08-2024 04:55,24.48,37.51,425.81,36.89,70.63,431.23,3.11,,0,5,Open
29-08-2024 05:00,24.68,43.71,488.3,30.78,24.47,487.75,3.75,511.39,0,19,Open
29-08-2024 05:05,25.04,39.05,842.4,47.8,96.35,,4.54,760.55,0,41,Open
29-08-2024 05:10,24.66,53.76,443.46,32.93,87.57,336.15,4.69,827.6,,36,Open
29-08-2024 05:15,22.39,63.44,405.2,74.19,95.62,363.46,4.98,520.3,,35,Open
29-08-2024 05:20,23.41,32.58,577.62,22.28,87.86,360.55,3.55,675.3,0,13,Open
29-08-2024 05:25,20.83,35.15,481.46,5.8,45.73,234.69,1.73,508.8,0,1,Closed
29-08-2024 05:30,22.47,50.68,647.63,36.38,52.62,284.71,2.32,806.96,1,9,Closed
29-08-2024 05:35,22.36,39.69,959.15,58.11,95.29,228.82,2.37,175.97,1,8,Closed
29-08-2024 05:40,20.88,64.18,932.04,53.9,84.63,160.52,4.46,785.71,1,29,Open
29-08-2024 05:45,25.87,56.35,888.77,11.87,18.63,362.81,1.68,801.04,0,43,Closed
29-08-2024 05:50,22.1,,416.82,,56.64,304.73,3.95,658.37,0,22,Open
29-08-2024 05:55,23.52,,978.06,36.05,50,216.13,1.28,374.32,1,26,Closed
29-08-2024 06:00,19.56,30.86,874.01,13.76,77.14,98.68,,938.12,1,30,Closed
29-08-2024 06:05,22.75,66.51,654.68,47.47,80.87,499.35,4.66,407.2,1,19,Closed
29-08-2024 06:10,25.61,66.52,751.68,67.13,61.51,125.22,3.4,586.65,1,15,Open
29-08-2024 06:15,22.45,30.56,933.34,56.25,50.27,444.34,1.33,732.98,0,41,Closed
29-08-2024 06:20,23.58,31.4,881.28,,97.66,294.84,2.61,960.18,0,22,Closed
29-08-2024 06:25,25.02,36.53,923.07,55.37,46.65,152.98,4.43,770.49,0,7,Closed
29-08-2024 06:30,21.89,68.82,904.69,23.92,46.23,330.63,0.33,726.26,0,2,Closed
29-08-2024 06:35,21.53,52.09,760.11,25,27.16,339.19,,,0,47,Closed
29-08-2024 06:40,18.86,47.62,916.93,34.28,10.54,272.56,2.81,304.05,,18,Open
29-08-2024 06:45,23.82,65.95,699.69,14.09,34.55,281.14,0.85,372.86,1,15,Closed
29-08-2024 06:50,25.07,59.81,756.49,22.62,98.94,140.6,2.7,822.75,1,6,Open
29-08-2024 06:55,23.81,31.96,868.04,30,57.43,176.08,1.77,895.51,1,41,Open
29-08-2024 07:00,20.84,67.28,907.85,26.13,32.16,352.95,1.31,158.67,0,33,Open
29-08-2024 07:05,20.62,64.65,453.07,,60.95,446.55,1.89,496.56,0,27,Closed
29-08-2024 07:10,19.59,46.71,570.24,24.74,66.44,78.01,1.07,790.69,1,2,Open
29-08-2024 07:15,18.47,32.97,845.98,35.07,72.99,435.7,0.63,814.69,0,3,Closed
29-08-2024 07:20,22.27,60.75,494.85,59.07,78.24,353.79,1.4,303.28,1,0,Closed
29-08-2024 07:25,19.61,32.89,754.81,27.23,27.35,288.43,3.86,688.07,1,30,Open
29-08-2024 07:30,24.91,44.42,844.62,57.08,82.5,164.31,4.08,377.64,1,2,Closed
29-08-2024 07:35,27.62,31.76,919.99,38.66,98.73,147.24,3.7,104.1,0,33,Open
29-08-2024 07:40,18.73,52.68,593.99,49.1,11.93,270.33,4.67,928.51,0,5,Closed
29-08-2024 07:45,26.93,44.94,827.43,15.07,67.82,85.85,3.7,259.5,1,0,Open
29-08-2024 07:50,24.58,64.16,591.27,23.3,87.2,61.55,,928.58,0,28,Closed
29-08-2024 07:55,26.6,52.82,547.72,43.77,16.33,123.2,1.06,577.53,1,25,Closed
29-08-2024 08:00,19.55,56.58,647.61,58.71,57.05,372.05,0.83,996.08,0,22,Open
29-08-2024 08:05,27.06,36.81,955.86,12.4,65.17,480.65,3.43,171.89,0,15,Closed
29-08-2024 08:10,27.58,62.63,561.38,41.31,45.12,104.08,2.76,206.86,0,24,Closed
29-08-2024 08:15,27.07,66.75,917.36,32.04,24.27,290.41,4.55,375.88,1,7,Open
29-08-2024 08:20,25.85,59.88,655.51,58.45,24.7,272.4,2.47,515.33,1,10,Closed
29-08-2024 08:25,18.9,32.92,441.03,62.86,90.84,486.97,3.94,848.6,1,12,Open
29-08-2024 08:30,20.21,62.36,839.19,51.76,26.48,125.7,1.95,542.98,0,32,Closed
29-08-2024 08:35,27.13,59.17,405.81,45.27,77.71,125.65,2.11,975.29,1,34,Closed
29-08-2024 08:40,20.29,37.61,803.43,5.39,25.56,145.4,0.94,326.55,0,39,Open
29-08-2024 08:45,,37.56,787.67,71.42,99.99,300.1,2.05,886.75,1,46,Closed
29-08-2024 08:50,18.5,65.15,441.56,17.13,83.66,427.73,,256.74,1,,Open
29-08-2024 08:55,24.28,35.16,843.41,46.54,53.4,101.45,3.09,865.01,1,14,Open
29-08-2024 09:00,23.63,30.85,786.73,38.48,78.45,441.95,1.4,344.33,1,31,Open
29-08-2024 09:05,27.62,40.41,881.35,5.68,36.4,411.49,4.78,529.22,1,25,Open
29-08-2024 09:10,26.92,48.27,771.22,10.94,87.19,154.07,3.61,220.68,0,33,Open
29-08-2024 09:15,23.06,50.18,439.94,67.86,95.26,478.65,4.59,764.46,1,47,Open
29-08-2024 09:20,24.09,56.19,857.72,27.76,93.04,245.18,3.47,929.7,0,49,Open
29-08-2024 09:25,22.13,65.54,672.21,65.06,37.02,265.59,2.76,407.94,1,43,Closed
29-08-2024 09:30,19.32,63.54,571.56,,85.68,148.94,4.72,355.8,1,27,Open
29-08-2024 09:35,26.68,64.23,569.36,15.67,43.89,336.51,4.16,942.63,1,30,Closed
29-08-2024 09:40,23.5,33.12,474.23,29.44,28.6,123.05,1.12,155.02,1,29,Open
29-08-2024 09:45,22.25,31.17,456.45,49.94,49.98,271.13,4.5,126,0,27,Open
29-08-2024 09:50,18.68,48.68,466.52,24.8,13.37,132.93,4.71,368.54,0,,Open
29-08-2024 09:55,24.65,40.54,929.21,30.45,49.89,290.51,3.26,611.29,0,22,Open
29-08-2024 10:00,22,62.56,685.91,62.31,75.26,320.58,0.93,158.46,0,0,Closed
29-08-2024 10:05,20.54,64.91,642.06,36.7,41.9,257.19,4,450.52,1,36,Open
29-08-2024 10:10,26.77,48.67,518.92,31.45,83.69,64.79,1.56,260,1,9,Open
29-08-2024 10:15,19.84,55.9,667.56,13.22,89.46,88.82,3.47,436.4,1,42,Closed
29-08-2024 10:20,23.15,39.29,817.77,37,78.16,361.29,1.67,925.35,,34,Closed
29-08-2024 10:25,25.96,53.13,565.6,7.6,89.75,425.64,1.44,610.59,1,9,Open
29-08-2024 10:30,26.49,57.31,989.14,16.87,67.55,417.53,1.05,935.5,1,22,Open
29-08-2024 10:35,26.19,44.67,888.14,14.49,68.22,481.41,0.37,161.23,1,18,Closed
29-08-2024 10:40,,54.95,596.28,8.32,75.3,281.16,3.57,427.94,0,30,Open
29-08-2024 10:45,19.42,31.41,993.79,33.83,92.1,472.19,3.5,595.35,1,42,Closed
29-08-2024 10:50,27.4,61.47,408.26,68.13,80.65,303.09,3.47,115.29,1,,Closed
29-08-2024 10:55,18.11,52.2,929.14,32.27,87.17,114.04,0.89,999.9,1,41,Open
29-08-2024 11:00,20.56,32,689.22,13.29,28.38,273.52,,915.46,0,48,Open
29-08-2024 11:05,18.84,48.24,488.93,69.92,26.39,497.79,4.53,829.63,0,35,Open
29-08-2024 11:10,27.46,54.1,994.09,10.56,53.21,455.12,0.19,405.87,0,40,Closed
29-08-2024 11:15,22.24,33.13,457.29,33.44,14.04,413.8,0.31,419.31,0,29,Closed
29-08-2024 11:20,21.15,69.42,908.63,51.13,26.95,333.38,1.38,697.34,1,21,Open
29-08-2024 11:25,19.67,59.71,722.94,27.79,86.49,239.62,2.07,645.97,1,29,Closed
29-08-2024 11:30,19.56,40.36,921.54,29.3,56.91,423.12,0.95,164.97,0,49,Open
29-08-2024 11:35,24.14,61.97,707.84,24.57,38.02,469.73,0.36,231.66,0,0,Closed
29-08-2024 11:40,18.47,60.54,464.93,20.72,32.99,230.97,1.09,387.6,1,39,Closed
29-08-2024 11:45,23.94,39.21,990.64,30.12,13.98,457.4,2.03,263.37,1,24,Open
29-08-2024 11:50,25.75,61.57,595.04,23.51,63.49,114.46,0.78,183.94,0,26,Open
29-08-2024 11:55,24.01,33.27,889.72,19.76,94.7,330.51,3.27,185.98,1,,Closed
29-08-2024 12:00,26.27,57.11,909.87,16.8,96.75,228.12,3.24,774.19,1,27,Open
29-08-2024 12:05,20.65,54.86,668.46,13.6,76.87,242.01,2.35,234.92,1,19,Open
29-08-2024 12:10,18.77,68.18,684.53,35.51,98.53,84.93,2.05,,1,7,Open
29-08-2024 12:15,25.21,55.54,515.01,59.67,87.2,111.24,0.74,540.11,0,45,Closed
29-08-2024 12:20,26.28,43.96,476.33,13.35,48.26,430.85,3.16,399.97,0,46,Closed
29-08-2024 12:25,23.02,51.14,511.83,47.07,53.5,328.59,0.23,185.09,1,25,Closed
29-08-2024 12:30,26.21,69.3,927.04,31.97,38.82,311.32,2.26,407.83,0,4,Open
29-08-2024 12:35,22.58,35.58,967.06,12.47,74.64,480.1,3.54,638.59,0,14,Open
29-08-2024 12:40,19.99,56.79,,,77.41,262.7,1.21,973.74,1,,Open
29-08-2024 12:45,22.74,59.73,462,24.5,91.92,207.29,0.18,968.16,0,26,Closed
29-08-2024 12:50,20.16,61.87,884.53,44.85,71.55,122.86,1.03,918.99,0,2,Open
29-08-2024 12:55,22.72,64.82,505.47,59.87,15.64,230.79,1.83,439.67,0,10,Open
29-08-2024 13:00,19.48,56.44,590.04,23.87,73.14,222.89,0.3,505.01,0,24,Closed
29-08-2024 13:05,19.86,50.41,561.32,56.35,40.92,110.31,4.17,889.71,1,2,Closed
29-08-2024 13:10,26.83,47.94,835.53,56.03,86.05,130.5,,626.84,0,2,Open
29-08-2024 13:15,19.16,41.88,712.33,25.97,18.58,146.48,3.88,648.37,1,32,
29-08-2024 13:20,20.24,66.69,575.6,40.44,10.76,309.65,0.77,820.16,0,1,Closed
29-08-2024 13:25,27.96,38.83,702.92,26.94,23.03,224.52,3.65,427.3,0,14,Open
29-08-2024 13:30,23.76,63.98,576.67,28.98,97.9,341.58,1.36,607.69,1,41,Open
29-08-2024 13:35,23.86,50.43,643.09,53.19,72.14,74.56,1.69,886.42,0,31,Closed
29-08-2024 13:40,26.45,34.84,689,51.01,21.58,341.3,1.4,125.13,0,47,Closed
29-08-2024 13:45,23.24,,422.64,50.84,14.7,118.77,4.04,741.94,1,45,Open
29-08-2024 13:50,20.22,,613.11,5.97,17.26,126.98,1.61,288.39,1,47,Closed
29-08-2024 13:55,22.22,33.84,672.59,61.18,22.99,141.43,4.94,930.12,1,5,Open
29-08-2024 14:00,25.55,30.6,744.7,26.2,36.62,256.69,1.44,319.73,1,23,Open
29-08-2024 14:05,26.72,34.87,501,53.74,47.89,273.36,4.48,264.49,0,5,Closed
29-08-2024 14:10,20.73,56.41,554,27.72,69.77,479.77,3.17,256.33,1,21,Closed
29-08-2024 14:15,20.62,48.91,711.85,55.38,13.36,431.66,3.88,765.11,0,3,Closed
29-08-2024 14:20,21.28,33.43,956.91,11.88,21.2,498.83,3.99,996.42,0,27,Closed
29-08-2024 14:25,23.96,55.47,903.51,12.24,82.71,64.24,,560.11,0,30,Open
29-08-2024 14:30,20.79,46.98,997.22,53.44,71.34,292.13,1.43,734.37,1,39,Open
29-08-2024 14:35,26.93,,492.12,8.49,55.88,477.17,1.67,,1,34,Open
29-08-2024 14:40,27.78,61.23,867.56,72.25,59.2,130.39,3.5,406.24,1,36,Closed
29-08-2024 14:45,24.79,30.96,677.43,14.07,37.77,105.6,3.79,345.52,0,21,Open
29-08-2024 14:50,27.7,32.22,903.68,49.33,18.78,55.6,4.39,767.4,0,5,Open
29-08-2024 14:55,20.88,59.95,972.07,74.05,16.91,293.66,3.27,225.86,1,49,Closed
29-08-2024 15:00,26.15,32.1,669.81,33.56,64.66,187.22,3.57,441.58,1,16,Closed
29-08-2024 15:05,24.78,52.39,410.3,7.67,65.83,410.76,1.08,185.93,1,2,Open
29-08-2024 15:10,20.63,62,433.87,64.57,56.95,211.14,0.53,728.08,1,12,Open
29-08-2024 15:15,21.18,32.39,908.08,52.13,80.44,295.16,0.34,941.78,1,11,Closed
29-08-2024 15:20,22.89,57.3,931.19,74.88,78.48,261.3,4.74,399.25,0,48,
29-08-2024 15:25,25.92,34.47,862.78,42.44,82.36,382.17,4.5,233.11,0,21,Open
29-08-2024 15:30,26.72,58.23,447.33,26.59,59.82,461.47,0.6,643.05,0,24,Closed
29-08-2024 15:35,24.34,61.71,416.32,21.93,28.32,84.65,1.35,219.4,0,16,
29-08-2024 15:40,25.22,34.35,839.2,16.71,30.87,426.21,4.69,491.89,0,20,Closed
29-08-2024 15:45,20.64,65.27,781.83,35.21,27.46,420.23,1.74,169.26,0,6,
29-08-2024 15:50,25.41,59.72,530.71,,64.36,346.76,3.49,795.21,1,20,Open
29-08-2024 15:55,24.05,43.58,514.72,10.01,77.61,202.02,0.21,978.11,1,45,Open
29-08-2024 16:00,20.23,31.1,660.53,47.23,72.93,457.7,4.13,641.96,1,25,Open
29-08-2024 16:05,27.5,35.59,617.02,51.28,32.8,206.64,3.54,464.56,0,20,Closed
29-08-2024 16:10,23.13,45.65,752.11,50.96,89.01,293.96,1.59,794.37,0,39,Open
29-08-2024 16:15,,50.86,821.1,16.8,75.69,266.58,2.9,384.54,1,0,Open
29-08-2024 16:20,23.26,60.25,483.45,50.97,10.25,69.13,3.15,322,1,43,Closed
29-08-2024 16:25,27.33,56.82,,44.4,98.55,247.99,4.3,902.66,1,22,Closed
29-08-2024 16:30,19.41,67.78,572.98,57.75,73.72,354.34,3.21,749.54,0,1,Open
29-08-2024 16:35,23.46,54.41,969.71,27.85,68.84,302.23,3.3,492,1,40,Open
29-08-2024 16:40,18.25,48.73,418.47,25.47,30.32,145.99,1.46,883.97,1,14,Open
29-08-2024 16:45,19.97,50.94,451.16,33.6,39.91,155.88,3.11,179.24,0,37,Closed
29-08-2024 16:50,20.81,37.51,743.18,25.8,30.49,56,1.35,295.15,1,20,Open
29-08-2024 16:55,22.73,58.08,830.56,53.63,24.83,471.09,,606.36,0,40,Open
29-08-2024 17:00,26.2,46.37,907.94,35.38,35.43,170.91,1.36,590.1,0,11,Closed
29-08-2024 17:05,22.67,63.59,676.94,8.97,91.79,68.15,2.48,352.85,1,20,Closed
29-08-2024 17:10,23.61,40.17,436.93,42.6,64.18,448,4.86,554.64,0,13,Open
29-08-2024 17:15,27.24,52.35,599.19,65.94,66.18,121.05,3.62,507.12,1,36,Open
29-08-2024 17:20,25.57,40.22,988.84,67.07,37.31,499.67,1.6,722.18,1,23,Closed
29-08-2024 17:25,18.5,56.5,947.73,28.95,63.95,423.24,0.49,281.69,1,5,Open
29-08-2024 17:30,19.76,,,51.65,67.83,198.16,1.01,779.97,1,33,Closed
29-08-2024 17:35,18.38,46.54,945.39,27.64,72.33,178.99,0.37,734.99,1,,Closed
29-08-2024 17:40,18.69,43.4,826.63,42.49,70.29,258.62,1.77,143.2,0,47,Closed
29-08-2024 17:45,21.39,66.06,612.79,22.57,61.47,442.53,4.91,,1,15,Open
29-08-2024 17:50,25.28,48.62,984.33,31.19,76.7,445.88,4.69,978.87,0,21,Closed
29-08-2024 17:55,20.44,38.45,697.79,72.77,96,418.61,3.78,912.76,0,41,Open
