Temperature (?C),Humidity (%),Light Intensity (lux),year,month,day,day_of_week,hour,minute,quarter,week_of_year,is_weekend
21.67,33.47,459.97,2024,8,5,0,23,20,3,32,False
24.33,57.89,309.85,2024,8,5,0,23,25,3,32,False
25.64,64.53,832.54,2024,8,5,0,23,30,3,32,False
19.84,57.67,323.81,2024,8,5,0,23,35,3,32,False
24.01,52.22,359.36,2024,8,5,0,23,40,3,32,False
25.34,51.84,681.49,2024,8,5,0,23,45,3,32,False
21.57,35.58,538.58,2024,8,5,0,23,50,3,32,False
19.62,38.52,790.98,2024,8,5,0,23,55,3,32,False
20.86,36.73,282.9,2024,8,6,1,0,0,3,32,False
22.995822802039598,46.31,798.84,2024,8,6,1,0,5,3,32,False
21.57,51.15,434.35,2024,8,6,1,0,10,3,32,False
19.08,50.06,692.25,2024,8,6,1,0,15,3,32,False
18.83,41.36,306.64,2024,8,6,1,0,20,3,32,False
19.8,37.74,171.33,2024,8,6,1,0,25,3,32,False
19.28,53.93,724.13,2024,8,6,1,0,30,3,32,False
22.95,43.11,126.27,2024,8,6,1,0,35,3,32,False
21.48,33.74,911.6,2024,8,6,1,0,40,3,32,False
26.41,53.87,788.11,2024,8,6,1,0,45,3,32,False
26.81,61.6,805.08,2024,8,6,1,0,50,3,32,False
22.73,32.25,534.48,2024,8,6,1,0,55,3,32,False
26.89,43.35,441.45,2024,8,6,1,1,0,3,32,False
22.5,37.76,559.54,2024,8,6,1,1,5,3,32,False
24.42,57.83,595.72,2024,8,6,1,1,10,3,32,False
19.63,65.27,164.02,2024,8,6,1,1,15,3,32,False
18.53,37.22,269.25,2024,8,6,1,1,20,3,32,False
19.6,50.043729282057186,550.4351789883675,2024,8,6,1,1,25,3,32,False
20.52,41.26,823.79,2024,8,6,1,1,30,3,32,False
25.51,37.66,703.98,2024,8,6,1,1,35,3,32,False
19.74,69.01,832.22,2024,8,6,1,1,40,3,32,False
19.31,61.11,139.84,2024,8,6,1,1,45,3,32,False
27.28,44.23,281.99,2024,8,6,1,1,50,3,32,False
24.89,52.86,747.4,2024,8,6,1,1,55,3,32,False
22.73,51.8,746.7,2024,8,6,1,2,0,3,32,False
18.95,35.47,618.27,2024,8,6,1,2,5,3,32,False
26.52,67.6,413.77,2024,8,6,1,2,10,3,32,False
19.08,52.85,340.57,2024,8,6,1,2,15,3,32,False
24.11,59.39,810.46,2024,8,6,1,2,20,3,32,False
24.68,61.86,884.42,2024,8,6,1,2,25,3,32,False
22.0,52.73,952.93,2024,8,6,1,2,30,3,32,False
27.11,50.043729282057186,592.15,2024,8,6,1,2,35,3,32,False
18.51,51.63,298.55,2024,8,6,1,2,40,3,32,False
26.18,69.13,486.59,2024,8,6,1,2,45,3,32,False
23.54,62.12,566.4,2024,8,6,1,2,50,3,32,False
24.11,69.98,190.68,2024,8,6,1,2,55,3,32,False
27.87,35.59,985.73,2024,8,6,1,3,0,3,32,False
23.83,33.97,623.24,2024,8,6,1,3,5,3,32,False
25.97,58.27,980.68,2024,8,6,1,3,10,3,32,False
19.54,56.57,984.51,2024,8,6,1,3,15,3,32,False
26.09,42.72,416.24,2024,8,6,1,3,20,3,32,False
25.61,47.41,315.92,2024,8,6,1,3,25,3,32,False
27.68,37.28,607.03,2024,8,6,1,3,30,3,32,False
27.36,45.01,383.76,2024,8,6,1,3,35,3,32,False
20.14,50.043729282057186,325.28,2024,8,6,1,3,40,3,32,False
22.65,44.52,606.24,2024,8,6,1,3,45,3,32,False
27.11,38.27,134.85,2024,8,6,1,3,50,3,32,False
24.41,40.57,141.24,2024,8,6,1,3,55,3,32,False
22.64,50.13,320.85,2024,8,6,1,4,0,3,32,False
19.09,49.01,550.4351789883675,2024,8,6,1,4,5,3,32,False
22.995822802039598,33.82,440.07,2024,8,6,1,4,10,3,32,False
24.65,34.39,976.72,2024,8,6,1,4,15,3,32,False
25.77,39.55,799.78,2024,8,6,1,4,20,3,32,False
22.47,59.26,177.17,2024,8,6,1,4,25,3,32,False
18.56,48.03,827.29,2024,8,6,1,4,30,3,32,False
24.33,34.78,417.18,2024,8,6,1,4,35,3,32,False
27.22,57.26,340.73,2024,8,6,1,4,40,3,32,False
22.96,30.52,626.35,2024,8,6,1,4,45,3,32,False
27.28,53.83,785.6,2024,8,6,1,4,50,3,32,False
21.54,43.85,123.29,2024,8,6,1,4,55,3,32,False
26.86,31.93,726.97,2024,8,6,1,5,0,3,32,False
22.995822802039598,34.92,222.43,2024,8,6,1,5,5,3,32,False
27.62,59.94,635.51,2024,8,6,1,5,10,3,32,False
25.91,39.87,710.19,2024,8,6,1,5,15,3,32,False
21.21,40.91,839.33,2024,8,6,1,5,20,3,32,False
27.01,50.043729282057186,215.52,2024,8,6,1,5,25,3,32,False
24.7,36.24,829.78,2024,8,6,1,5,30,3,32,False
19.62,50.043729282057186,302.7,2024,8,6,1,5,35,3,32,False
18.46,45.21,703.77,2024,8,6,1,5,40,3,32,False
21.66,47.84,176.25,2024,8,6,1,5,45,3,32,False
25.87,32.91,604.69,2024,8,6,1,5,50,3,32,False
24.18,52.31,681.25,2024,8,6,1,5,55,3,32,False
23.27,50.043729282057186,673.11,2024,8,6,1,6,0,3,32,False
18.04,46.86,254.22,2024,8,6,1,6,5,3,32,False
22.36,36.64,916.16,2024,8,6,1,6,10,3,32,False
19.58,31.02,794.41,2024,8,6,1,6,15,3,32,False
22.55,43.89,914.22,2024,8,6,1,6,20,3,32,False
27.92,64.44,940.51,2024,8,6,1,6,25,3,32,False
26.8,34.04,543.05,2024,8,6,1,6,30,3,32,False
21.11,68.24,531.89,2024,8,6,1,6,35,3,32,False
23.94,64.96,325.71,2024,8,6,1,6,40,3,32,False
23.02,31.66,928.16,2024,8,6,1,6,45,3,32,False
19.3,33.28,336.05,2024,8,6,1,6,50,3,32,False
27.9,47.8,810.03,2024,8,6,1,6,55,3,32,False
22.25,33.2,883.38,2024,8,6,1,7,0,3,32,False
23.06,68.14,645.37,2024,8,6,1,7,5,3,32,False
24.48,30.92,520.26,2024,8,6,1,7,10,3,32,False
19.92,67.68,697.03,2024,8,6,1,7,15,3,32,False
20.22,55.88,776.36,2024,8,6,1,7,20,3,32,False
19.93,51.83,194.69,2024,8,6,1,7,25,3,32,False
21.84,56.16,427.98,2024,8,6,1,7,30,3,32,False
20.0,35.11,441.67,2024,8,6,1,7,35,3,32,False
27.26,60.0,798.11,2024,8,6,1,7,40,3,32,False
25.14,40.47,180.72,2024,8,6,1,7,45,3,32,False
26.98,61.08,291.68,2024,8,6,1,7,50,3,32,False
26.48,63.06,918.52,2024,8,6,1,7,55,3,32,False
25.03,47.39,743.82,2024,8,6,1,8,0,3,32,False
20.43,48.23,276.57,2024,8,6,1,8,5,3,32,False
24.15,38.61,667.39,2024,8,6,1,8,10,3,32,False
19.86,53.37,851.42,2024,8,6,1,8,15,3,32,False
19.32,33.34,681.17,2024,8,6,1,8,20,3,32,False
24.33,41.67,136.1,2024,8,6,1,8,25,3,32,False
24.25,36.68,117.52,2024,8,6,1,8,30,3,32,False
19.57,65.48,874.55,2024,8,6,1,8,35,3,32,False
21.52,58.05,374.19,2024,8,6,1,8,40,3,32,False
18.66,60.08,208.21,2024,8,6,1,8,45,3,32,False
25.16,61.64,911.74,2024,8,6,1,8,50,3,32,False
27.87,35.42,747.12,2024,8,6,1,8,55,3,32,False
25.4,64.93,304.12,2024,8,6,1,9,0,3,32,False
26.44,56.01,839.18,2024,8,6,1,9,5,3,32,False
22.76,37.97,474.4,2024,8,6,1,9,10,3,32,False
18.96,67.41,634.68,2024,8,6,1,9,15,3,32,False
25.27,47.53,152.95,2024,8,6,1,9,20,3,32,False
20.57,44.37,238.38,2024,8,6,1,9,25,3,32,False
21.88,41.37,258.57,2024,8,6,1,9,30,3,32,False
25.03,55.65,406.84,2024,8,6,1,9,35,3,32,False
27.05,48.03,527.22,2024,8,6,1,9,40,3,32,False
22.86,36.92,504.51,2024,8,6,1,9,45,3,32,False
27.62,60.79,836.8,2024,8,6,1,9,50,3,32,False
23.2,36.33,573.7,2024,8,6,1,9,55,3,32,False
22.995822802039598,45.7,997.04,2024,8,6,1,10,0,3,32,False
23.18,52.68,513.07,2024,8,6,1,10,5,3,32,False
26.61,31.87,332.64,2024,8,6,1,10,10,3,32,False
23.38,50.043729282057186,525.1,2024,8,6,1,10,15,3,32,False
25.48,32.93,420.06,2024,8,6,1,10,20,3,32,False
23.48,31.3,616.56,2024,8,6,1,10,25,3,32,False
23.46,47.47,637.91,2024,8,6,1,10,30,3,32,False
20.85,48.75,190.91,2024,8,6,1,10,35,3,32,False
20.01,42.93,409.67,2024,8,6,1,10,40,3,32,False
20.79,46.15,825.69,2024,8,6,1,10,45,3,32,False
22.41,33.32,831.26,2024,8,6,1,10,50,3,32,False
26.1,54.85,201.56,2024,8,6,1,10,55,3,32,False
26.29,59.89,609.07,2024,8,6,1,11,0,3,32,False
19.63,38.41,535.13,2024,8,6,1,11,5,3,32,False
23.53,37.18,416.71,2024,8,6,1,11,10,3,32,False
22.16,31.44,668.2,2024,8,6,1,11,15,3,32,False
23.71,48.8,467.29,2024,8,6,1,11,20,3,32,False
24.48,57.64,651.14,2024,8,6,1,11,25,3,32,False
20.8,58.69,239.62,2024,8,6,1,11,30,3,32,False
27.19,31.31,637.37,2024,8,6,1,11,35,3,32,False
27.35,68.76,568.4,2024,8,6,1,11,40,3,32,False
19.05,69.37,623.67,2024,8,6,1,11,45,3,32,False
25.03,63.08,257.88,2024,8,6,1,11,50,3,32,False
18.33,57.5,873.79,2024,8,6,1,11,55,3,32,False
18.47,44.72,455.56,2024,8,6,1,12,0,3,32,False
27.58,45.62,102.58,2024,8,6,1,12,5,3,32,False
24.95,66.3,319.61,2024,8,6,1,12,10,3,32,False
21.25,41.03,970.1,2024,8,6,1,12,15,3,32,False
24.7,65.02,649.29,2024,8,6,1,12,20,3,32,False
26.46,36.02,767.9,2024,8,6,1,12,25,3,32,False
26.71,43.02,893.74,2024,8,6,1,12,30,3,32,False
18.21,46.93,477.49,2024,8,6,1,12,35,3,32,False
26.18,54.76,257.41,2024,8,6,1,12,40,3,32,False
26.53,59.77,315.68,2024,8,6,1,12,45,3,32,False
23.96,35.51,848.53,2024,8,6,1,12,50,3,32,False
22.8,46.0,802.49,2024,8,6,1,12,55,3,32,False
19.11,44.87,438.76,2024,8,6,1,13,0,3,32,False
20.4,42.05,123.63,2024,8,6,1,13,5,3,32,False
22.9,48.05,347.97,2024,8,6,1,13,10,3,32,False
26.65,59.23,225.68,2024,8,6,1,13,15,3,32,False
26.03,52.31,576.37,2024,8,6,1,13,20,3,32,False
22.96,50.18,968.61,2024,8,6,1,13,25,3,32,False
25.86,50.71,652.25,2024,8,6,1,13,30,3,32,False
25.66,58.46,592.39,2024,8,6,1,13,35,3,32,False
23.79,52.22,111.47,2024,8,6,1,13,40,3,32,False
20.2,58.38,672.91,2024,8,6,1,13,45,3,32,False
21.48,50.11,374.66,2024,8,6,1,13,50,3,32,False
19.64,57.69,907.8,2024,8,6,1,13,55,3,32,False
18.07,63.94,736.86,2024,8,6,1,14,0,3,32,False
18.81,33.15,442.23,2024,8,6,1,14,5,3,32,False
25.6,60.1,108.59,2024,8,6,1,14,10,3,32,False
18.33,62.56,550.4351789883675,2024,8,6,1,14,15,3,32,False
22.0,59.9,491.97,2024,8,6,1,14,20,3,32,False
27.86,39.22,794.95,2024,8,6,1,14,25,3,32,False
25.95,34.68,830.53,2024,8,6,1,14,30,3,32,False
25.51,66.65,556.0,2024,8,6,1,14,35,3,32,False
20.75,43.65,495.03,2024,8,6,1,14,40,3,32,False
24.42,37.32,933.67,2024,8,6,1,14,45,3,32,False
22.99,57.05,631.16,2024,8,6,1,14,50,3,32,False
24.24,64.72,544.76,2024,8,6,1,14,55,3,32,False
22.36,69.43,676.08,2024,8,6,1,15,0,3,32,False
23.31,51.72,203.18,2024,8,6,1,15,5,3,32,False
27.88,65.16,533.6,2024,8,6,1,15,10,3,32,False
21.29,49.35,982.39,2024,8,6,1,15,15,3,32,False
20.16,51.65,326.45,2024,8,6,1,15,20,3,32,False
22.48,52.69,639.6,2024,8,6,1,15,25,3,32,False
23.24,64.96,755.95,2024,8,6,1,15,30,3,32,False
18.86,39.63,699.62,2024,8,6,1,15,35,3,32,False
26.06,59.88,752.95,2024,8,6,1,15,40,3,32,False
22.22,43.53,891.25,2024,8,6,1,15,45,3,32,False
22.13,33.91,550.4351789883675,2024,8,6,1,15,50,3,32,False
24.59,69.05,193.49,2024,8,6,1,15,55,3,32,False
25.73,67.03,677.25,2024,8,6,1,16,0,3,32,False
27.86,50.29,116.08,2024,8,6,1,16,5,3,32,False
19.74,36.16,295.97,2024,8,6,1,16,10,3,32,False
21.46,64.55,745.33,2024,8,6,1,16,15,3,32,False
19.68,46.09,234.1,2024,8,6,1,16,20,3,32,False
26.81,50.52,579.65,2024,8,6,1,16,25,3,32,False
23.48,69.58,548.98,2024,8,6,1,16,30,3,32,False
26.52,48.64,436.55,2024,8,6,1,16,35,3,32,False
27.85,35.9,853.64,2024,8,6,1,16,40,3,32,False
23.5,56.59,461.54,2024,8,6,1,16,45,3,32,False
19.18,52.05,357.14,2024,8,6,1,16,50,3,32,False
21.61,37.25,543.42,2024,8,6,1,16,55,3,32,False
18.36,37.53,508.1,2024,8,6,1,17,0,3,32,False
26.49,66.8,440.31,2024,8,6,1,17,5,3,32,False
18.18,31.59,929.37,2024,8,6,1,17,10,3,32,False
23.92,54.93,200.73,2024,8,6,1,17,15,3,32,False
19.06,50.043729282057186,901.53,2024,8,6,1,17,20,3,32,False
18.08,44.94,165.64,2024,8,6,1,17,25,3,32,False
20.56,35.5,732.84,2024,8,6,1,17,30,3,32,False
23.52,66.82,444.36,2024,8,6,1,17,35,3,32,False
18.75,40.43,153.81,2024,8,6,1,17,40,3,32,False
24.15,37.22,930.64,2024,8,6,1,17,45,3,32,False
24.72,32.53,841.72,2024,8,6,1,17,50,3,32,False
27.7,65.75,918.26,2024,8,6,1,17,55,3,32,False
27.0,51.58,366.49,2024,8,6,1,18,0,3,32,False
23.67,45.57,935.92,2024,8,6,1,18,5,3,32,False
25.93,60.76,636.15,2024,8,6,1,18,10,3,32,False
21.64,51.05,486.62,2024,8,6,1,18,15,3,32,False
23.86,42.19,500.32,2024,8,6,1,18,20,3,32,False
22.03,45.52,522.65,2024,8,6,1,18,25,3,32,False
22.995822802039598,60.36,216.38,2024,8,6,1,18,30,3,32,False
25.28,40.7,483.24,2024,8,6,1,18,35,3,32,False
20.97,51.48,138.65,2024,8,6,1,18,40,3,32,False
21.81,64.63,881.18,2024,8,6,1,18,45,3,32,False
21.67,65.09,801.32,2024,8,6,1,18,50,3,32,False
26.7,65.75,596.09,2024,8,6,1,18,55,3,32,False
19.7,60.54,941.18,2024,8,6,1,19,0,3,32,False
21.81,50.42,626.05,2024,8,6,1,19,5,3,32,False
26.88,49.98,952.53,2024,8,6,1,19,10,3,32,False
18.15,68.31,837.37,2024,8,6,1,19,15,3,32,False
27.48,60.8,878.12,2024,8,6,1,19,20,3,32,False
26.99,38.5,191.66,2024,8,6,1,19,25,3,32,False
22.18,43.17,909.35,2024,8,6,1,19,30,3,32,False
24.53,43.22,896.16,2024,8,6,1,19,35,3,32,False
27.91,60.97,252.07,2024,8,6,1,19,40,3,32,False
23.55,48.65,930.74,2024,8,6,1,19,45,3,32,False
18.97,59.18,702.48,2024,8,6,1,19,50,3,32,False
26.54,31.76,811.85,2024,8,6,1,19,55,3,32,False
19.34,50.043729282057186,275.91,2024,8,6,1,20,0,3,32,False
20.57,42.6,692.67,2024,8,6,1,20,5,3,32,False
26.74,38.75,892.26,2024,8,6,1,20,10,3,32,False
20.56,56.56,820.34,2024,8,6,1,20,15,3,32,False
25.45,34.13,752.74,2024,8,6,1,20,20,3,32,False
22.48,56.57,749.14,2024,8,6,1,20,25,3,32,False
25.6,69.76,538.04,2024,8,6,1,20,30,3,32,False
20.32,66.69,785.5,2024,8,6,1,20,35,3,32,False
22.2,60.59,290.02,2024,8,6,1,20,40,3,32,False
21.18,43.56,865.5,2024,8,6,1,20,45,3,32,False
20.49,42.04,556.2,2024,8,6,1,20,50,3,32,False
21.14,68.73,894.67,2024,8,6,1,20,55,3,32,False
21.23,33.96,684.26,2024,8,6,1,21,0,3,32,False
27.55,38.44,387.46,2024,8,6,1,21,5,3,32,False
23.33,63.13,403.59,2024,8,6,1,21,10,3,32,False
22.995822802039598,49.86,296.58,2024,8,6,1,21,15,3,32,False
23.03,66.08,222.22,2024,8,6,1,21,20,3,32,False
27.96,44.85,682.21,2024,8,6,1,21,25,3,32,False
24.54,42.23,452.35,2024,8,6,1,21,30,3,32,False
25.03,53.71,797.06,2024,8,6,1,21,35,3,32,False
21.14,57.45,977.45,2024,8,6,1,21,40,3,32,False
22.72,56.72,334.93,2024,8,6,1,21,45,3,32,False
19.84,40.18,943.23,2024,8,6,1,21,50,3,32,False
24.85,63.83,323.65,2024,8,6,1,21,55,3,32,False
21.44,48.36,482.57,2024,8,6,1,22,0,3,32,False
25.48,33.29,813.33,2024,8,6,1,22,5,3,32,False
20.13,52.06,721.37,2024,8,6,1,22,10,3,32,False
22.04,41.44,653.12,2024,8,6,1,22,15,3,32,False
22.71,53.6,248.45,2024,8,6,1,22,20,3,32,False
19.67,37.42,743.35,2024,8,6,1,22,25,3,32,False
18.7,63.03,522.97,2024,8,6,1,22,30,3,32,False
21.17,36.91,184.42,2024,8,6,1,22,35,3,32,False
23.45,46.82,534.12,2024,8,6,1,22,40,3,32,False
24.53,31.41,809.52,2024,8,6,1,22,45,3,32,False
22.25,55.93,404.75,2024,8,6,1,22,50,3,32,False
23.0,33.73,214.19,2024,8,6,1,22,55,3,32,False
23.43,58.93,992.68,2024,8,6,1,23,0,3,32,False
23.12,56.82,879.91,2024,8,6,1,23,5,3,32,False
18.9,46.73,127.16,2024,8,6,1,23,10,3,32,False
22.05,49.55,898.8,2024,8,6,1,23,15,3,32,False
20.04,63.48,208.35,2024,8,6,1,23,20,3,32,False
23.34,40.24,603.69,2024,8,6,1,23,25,3,32,False
25.58,55.5,923.63,2024,8,6,1,23,30,3,32,False
23.79,52.94,815.79,2024,8,6,1,23,35,3,32,False
20.22,59.0,541.13,2024,8,6,1,23,40,3,32,False
20.08,46.15,953.28,2024,8,6,1,23,45,3,32,False
18.37,65.25,742.27,2024,8,6,1,23,50,3,32,False
22.26,39.44,476.93,2024,8,6,1,23,55,3,32,False
22.33,62.18,923.96,2024,8,7,2,0,0,3,32,False
20.36,54.1,942.42,2024,8,7,2,0,5,3,32,False
25.64,61.98,535.44,2024,8,7,2,0,10,3,32,False
21.86,68.53,933.62,2024,8,7,2,0,15,3,32,False
24.69,30.12,844.75,2024,8,7,2,0,20,3,32,False
24.4,31.14,362.52,2024,8,7,2,0,25,3,32,False
24.05,30.02,631.64,2024,8,7,2,0,30,3,32,False
27.08,42.5,414.08,2024,8,7,2,0,35,3,32,False
18.16,45.75,909.19,2024,8,7,2,0,40,3,32,False
18.68,44.95,420.63,2024,8,7,2,0,45,3,32,False
25.22,31.96,470.77,2024,8,7,2,0,50,3,32,False
21.54,66.11,744.15,2024,8,7,2,0,55,3,32,False
27.87,35.15,240.65,2024,8,7,2,1,0,3,32,False
20.16,51.58,514.23,2024,8,7,2,1,5,3,32,False
19.83,66.21,188.84,2024,8,7,2,1,10,3,32,False
23.88,51.59,605.54,2024,8,7,2,1,15,3,32,False
20.79,44.77,238.81,2024,8,7,2,1,20,3,32,False
21.4,58.18,861.15,2024,8,7,2,1,25,3,32,False
27.21,69.83,589.7,2024,8,7,2,1,30,3,32,False
18.26,54.07,481.58,2024,8,7,2,1,35,3,32,False
23.31,55.81,614.08,2024,8,7,2,1,40,3,32,False
21.35,37.23,992.9,2024,8,7,2,1,45,3,32,False
21.46,40.54,466.27,2024,8,7,2,1,50,3,32,False
20.48,61.78,779.2,2024,8,7,2,1,55,3,32,False
19.35,60.0,511.55,2024,8,7,2,2,0,3,32,False
18.34,39.54,336.02,2024,8,7,2,2,5,3,32,False
27.88,50.24,102.34,2024,8,7,2,2,10,3,32,False
24.6,65.14,107.95,2024,8,7,2,2,15,3,32,False
25.77,37.14,607.16,2024,8,7,2,2,20,3,32,False
18.65,59.0,905.53,2024,8,7,2,2,25,3,32,False
18.15,43.9,531.21,2024,8,7,2,2,30,3,32,False
24.0,32.64,993.19,2024,8,7,2,2,35,3,32,False
25.24,41.22,117.13,2024,8,7,2,2,40,3,32,False
21.95,46.78,449.22,2024,8,7,2,2,45,3,32,False
21.88,59.79,780.21,2024,8,7,2,2,50,3,32,False
21.84,35.09,285.47,2024,8,7,2,2,55,3,32,False
19.53,64.3,293.82,2024,8,7,2,3,0,3,32,False
25.54,42.91,821.99,2024,8,7,2,3,5,3,32,False
20.15,36.02,938.68,2024,8,7,2,3,10,3,32,False
21.24,44.83,837.85,2024,8,7,2,3,15,3,32,False
24.71,67.11,366.25,2024,8,7,2,3,20,3,32,False
18.0,52.55,584.06,2024,8,7,2,3,25,3,32,False
25.66,44.01,273.76,2024,8,7,2,3,30,3,32,False
26.99,47.19,252.94,2024,8,7,2,3,35,3,32,False
18.52,59.52,202.76,2024,8,7,2,3,40,3,32,False
23.92,31.75,805.84,2024,8,7,2,3,45,3,32,False
22.08,68.04,618.6,2024,8,7,2,3,50,3,32,False
18.78,63.32,996.02,2024,8,7,2,3,55,3,32,False
24.82,50.043729282057186,798.55,2024,8,7,2,4,0,3,32,False
24.12,56.69,477.37,2024,8,7,2,4,5,3,32,False
24.43,53.63,442.54,2024,8,7,2,4,10,3,32,False
26.13,43.71,501.01,2024,8,7,2,4,15,3,32,False
20.87,42.03,517.06,2024,8,7,2,4,20,3,32,False
24.77,33.56,846.86,2024,8,7,2,4,25,3,32,False
25.43,31.35,516.35,2024,8,7,2,4,30,3,32,False
19.69,32.17,530.42,2024,8,7,2,4,35,3,32,False
27.57,37.16,245.54,2024,8,7,2,4,40,3,32,False
21.4,36.48,585.07,2024,8,7,2,4,45,3,32,False
25.14,61.41,129.82,2024,8,7,2,4,50,3,32,False
25.54,34.21,384.43,2024,8,7,2,4,55,3,32,False
23.04,60.63,890.53,2024,8,7,2,5,0,3,32,False
19.29,47.6,834.61,2024,8,7,2,5,5,3,32,False
20.76,68.39,550.4351789883675,2024,8,7,2,5,10,3,32,False
20.34,54.17,662.27,2024,8,7,2,5,15,3,32,False
23.19,52.32,168.18,2024,8,7,2,5,20,3,32,False
20.61,55.71,883.21,2024,8,7,2,5,25,3,32,False
23.47,49.75,550.4351789883675,2024,8,7,2,5,30,3,32,False
20.88,52.84,971.41,2024,8,7,2,5,35,3,32,False
18.01,58.24,991.73,2024,8,7,2,5,40,3,32,False
21.63,63.75,445.19,2024,8,7,2,5,45,3,32,False
24.07,66.88,437.3,2024,8,7,2,5,50,3,32,False
25.74,57.53,351.68,2024,8,7,2,5,55,3,32,False
18.28,66.7,888.42,2024,8,7,2,6,0,3,32,False
20.58,51.76,259.97,2024,8,7,2,6,5,3,32,False
27.85,39.44,260.96,2024,8,7,2,6,10,3,32,False
20.62,43.55,172.77,2024,8,7,2,6,15,3,32,False
25.77,64.54,454.43,2024,8,7,2,6,20,3,32,False
23.09,55.75,510.46,2024,8,7,2,6,25,3,32,False
19.22,41.15,943.8,2024,8,7,2,6,30,3,32,False
24.43,53.1,526.2,2024,8,7,2,6,35,3,32,False
27.66,56.56,869.05,2024,8,7,2,6,40,3,32,False
26.87,69.93,639.05,2024,8,7,2,6,45,3,32,False
24.9,50.26,422.93,2024,8,7,2,6,50,3,32,False
23.12,66.05,377.1,2024,8,7,2,6,55,3,32,False
21.19,43.59,599.22,2024,8,7,2,7,0,3,32,False
21.57,55.53,789.8,2024,8,7,2,7,5,3,32,False
21.46,61.69,817.89,2024,8,7,2,7,10,3,32,False
27.22,67.24,654.31,2024,8,7,2,7,15,3,32,False
20.11,49.29,599.13,2024,8,7,2,7,20,3,32,False
21.78,64.2,561.42,2024,8,7,2,7,25,3,32,False
22.32,50.97,317.42,2024,8,7,2,7,30,3,32,False
22.09,55.93,887.82,2024,8,7,2,7,35,3,32,False
18.04,39.67,726.61,2024,8,7,2,7,40,3,32,False
20.71,62.97,711.41,2024,8,7,2,7,45,3,32,False
22.99,68.73,262.59,2024,8,7,2,7,50,3,32,False
25.6,61.13,624.11,2024,8,7,2,7,55,3,32,False
23.69,40.79,278.88,2024,8,7,2,8,0,3,32,False
21.85,32.94,927.29,2024,8,7,2,8,5,3,32,False
24.65,32.34,225.26,2024,8,7,2,8,10,3,32,False
24.66,58.61,370.86,2024,8,7,2,8,15,3,32,False
20.48,61.49,873.79,2024,8,7,2,8,20,3,32,False
19.04,56.63,604.89,2024,8,7,2,8,25,3,32,False
26.03,56.73,898.75,2024,8,7,2,8,30,3,32,False
23.3,66.76,383.24,2024,8,7,2,8,35,3,32,False
19.77,47.8,676.14,2024,8,7,2,8,40,3,32,False
20.62,49.76,262.96,2024,8,7,2,8,45,3,32,False
25.66,39.79,884.61,2024,8,7,2,8,50,3,32,False
24.53,69.99,399.13,2024,8,7,2,8,55,3,32,False
27.45,67.77,577.14,2024,8,7,2,9,0,3,32,False
22.65,39.39,559.94,2024,8,7,2,9,5,3,32,False
18.52,39.11,583.92,2024,8,7,2,9,10,3,32,False
25.0,60.91,701.93,2024,8,7,2,9,15,3,32,False
20.55,37.43,676.63,2024,8,7,2,9,20,3,32,False
21.24,38.07,702.18,2024,8,7,2,9,25,3,32,False
19.97,64.21,214.8,2024,8,7,2,9,30,3,32,False
21.09,53.76,423.86,2024,8,7,2,9,35,3,32,False
26.29,41.2,774.19,2024,8,7,2,9,40,3,32,False
23.77,46.07,489.79,2024,8,7,2,9,45,3,32,False
19.09,36.86,302.69,2024,8,7,2,9,50,3,32,False
23.87,53.72,516.77,2024,8,7,2,9,55,3,32,False
24.34,36.23,711.72,2024,8,7,2,10,0,3,32,False
26.85,42.77,390.74,2024,8,7,2,10,5,3,32,False
26.6,68.76,224.01,2024,8,7,2,10,10,3,32,False
18.63,52.72,433.74,2024,8,7,2,10,15,3,32,False
26.67,43.9,322.17,2024,8,7,2,10,20,3,32,False
18.51,67.02,305.96,2024,8,7,2,10,25,3,32,False
19.54,44.8,516.56,2024,8,7,2,10,30,3,32,False
19.12,59.01,803.66,2024,8,7,2,10,35,3,32,False
19.82,43.16,946.62,2024,8,7,2,10,40,3,32,False
26.03,42.12,339.98,2024,8,7,2,10,45,3,32,False
24.86,48.94,292.72,2024,8,7,2,10,50,3,32,False
24.87,52.28,927.45,2024,8,7,2,10,55,3,32,False
27.22,47.19,858.12,2024,8,7,2,11,0,3,32,False
21.92,63.3,215.61,2024,8,7,2,11,5,3,32,False
18.03,57.69,584.33,2024,8,7,2,11,10,3,32,False
24.4,68.49,667.31,2024,8,7,2,11,15,3,32,False
26.68,45.32,207.19,2024,8,7,2,11,20,3,32,False
27.76,51.65,339.8,2024,8,7,2,11,25,3,32,False
21.64,64.67,782.15,2024,8,7,2,11,30,3,32,False
26.22,40.97,547.34,2024,8,7,2,11,35,3,32,False
26.49,59.96,236.28,2024,8,7,2,11,40,3,32,False
19.44,53.64,347.08,2024,8,7,2,11,45,3,32,False
24.31,53.67,976.74,2024,8,7,2,11,50,3,32,False
19.73,40.49,292.37,2024,8,7,2,11,55,3,32,False
22.47,40.8,262.48,2024,8,7,2,12,0,3,32,False
22.995822802039598,67.26,171.48,2024,8,7,2,12,5,3,32,False
25.89,31.63,769.31,2024,8,7,2,12,10,3,32,False
23.7,51.79,263.59,2024,8,7,2,12,15,3,32,False
26.09,57.62,861.0,2024,8,7,2,12,20,3,32,False
19.53,37.25,417.62,2024,8,7,2,12,25,3,32,False
